a_exp,t_cou,t_des3,t_fee,p_fla,p_work
学生,瑞士，法国,访问考察,费用自理,良好,建筑学院
学生,瑞士，法国,访问考察,费用自理,一般,建筑学院
学生,瑞士，法国,访问考察,费用自理,良好,建筑学院
学生,瑞士，法国,访问考察,费用自理,优秀,建筑学院
学生,瑞士，法国,访问考察,费用自理,良好,建筑学院
学生,瑞士，法国,访问考察,费用自理,一般,英才学院
学生,瑞士，法国,访问考察,费用自理,一般,建筑学院
学生,瑞士，法国,访问考察,费用自理,良好,建筑学院
学生,瑞士，法国,访问考察,费用自理,初级,建筑学院
学生,瑞士，法国,访问考察,费用自理,初级,建筑学院
学生,瑞士，法国,访问考察,费用自理,良好,建筑学院
学生,瑞士，法国,访问考察,费用自理,优秀,建筑学院
学生,瑞士，法国,访问考察,费用自理,初级,建筑学院
学生,瑞士，法国,访问考察,费用自理,优秀,英才学院
学生,瑞士，法国,访问考察,费用自理,良好,建筑学院
学生,瑞士，法国,访问考察,费用自理,良好,英才学院
学生,瑞士，法国,访问考察,费用自理,一般,建筑学院
学生,瑞士，法国,访问考察,费用自理,优秀,建筑学院
学生,瑞士，法国,访问考察,费用自理,一般,建筑学院
学生,瑞士，法国,访问考察,费用自理,良好,建筑学院
学生,瑞士，法国,访问考察,费用自理,一般,建筑学院
学生,日本,访问考察,费用自理,良好,市政环境工程学院
教授,英国,合作研究,科研经费,良好,机电工程学院
教师,英国,国际会议,科研经费,良好,电气工程及自动化学院
教师,加拿大,合作研究,科研经费,优秀,航天学院
教师,美国,国际会议,学院经费,优秀,经济与管理学院
教师,巴基斯坦,合作研究,"科研经费, 费用自理",优秀,市政环境工程学院
学生,美国,国际会议,"学校经费, 科研经费",良好,电气工程及自动化学院
学生,美国,国际会议,"学校经费, 科研经费",良好,电气工程及自动化学院
学生,美国,国际会议,"学校经费, 科研经费",良好,电气工程及自动化学院
教师,美国,国际会议,科研经费,优秀,电子与信息工程学院
学生,美国,国际会议,科研经费,一般,机电工程学院
教师,美国,国际会议,科研经费,良好,机电工程学院
学生,中国台湾,留学进修,"学校经费, 费用自理",优秀,英才学院
学生,中国台湾,留学进修,"学校经费, 费用自理",良好,机电工程学院
学生,中国台湾,留学进修,"学校经费, 费用自理",良好,计算机科学与技术学院
学生,中国台湾,留学进修,"学校经费, 费用自理",良好,建筑学院
学生,中国台湾,留学进修,"学校经费, 费用自理",良好,机电工程学院
学生,德国,国际会议,科研经费,良好,能源科学与工程学院
教师,新加坡,合作研究,科研经费,良好,威海校区
教师,美国,国际会议,"境外邀请方, 学校经费, 学院经费, 科研经费",良好,能源科学与工程学院
,美国,国际会议,"境外邀请方, 学校经费, 学院经费, 科研经费",优秀,能源科学与工程学院
教师,美国,国际会议,"境外邀请方, 学校经费, 学院经费, 科研经费",优秀,能源科学与工程学院
学生,泰国,访问考察,学院经费,一般,机电工程学院
,泰国,访问考察,学院经费,良好,机电工程学院
学生,泰国,访问考察,学院经费,一般,机电工程学院
学生,泰国,访问考察,学院经费,一般,机电工程学院
学生,泰国,访问考察,学院经费,良好,机电工程学院
学生,泰国,访问考察,学院经费,一般,机电工程学院
学生,泰国,访问考察,学院经费,一般,机电工程学院
学生,泰国,访问考察,学院经费,初级,媒体技术与艺术系
学生,泰国,访问考察,学院经费,初级,媒体技术与艺术系
学生,泰国,访问考察,学院经费,初级,机电工程学院
学生,泰国,访问考察,学院经费,良好,机电工程学院
学生,泰国,访问考察,学院经费,良好,机电工程学院
学生,中国台湾,留学进修,费用自理,一般,经济与管理学院
教师,德国,国际会议,科研经费,优秀,能源科学与工程学院
教师,韩国,访问考察,"境外邀请方, 学校经费, 学院经费, 科研经费",良好,能源科学与工程学院
教师,韩国,访问考察,"境外邀请方, 学校经费, 学院经费, 科研经费",优秀,能源科学与工程学院
教师,韩国,访问考察,"境外邀请方, 学校经费, 学院经费, 科研经费",优秀,能源科学与工程学院
学生,加拿大,合作研究,费用自理,良好,建筑学院
学生,加拿大,合作研究,费用自理,一般,英才学院
学生,加拿大,合作研究,费用自理,一般,建筑学院
学生,加拿大,合作研究,费用自理,良好,建筑学院
学生,加拿大,合作研究,费用自理,良好,建筑学院
学生,加拿大,合作研究,费用自理,一般,英才学院
学生,加拿大,合作研究,费用自理,一般,建筑学院
学生,加拿大,合作研究,费用自理,良好,建筑学院
学生,加拿大,合作研究,费用自理,良好,建筑学院
学生,加拿大,合作研究,费用自理,初级,建筑学院
学生,加拿大,合作研究,费用自理,一般,建筑学院
学生,加拿大,合作研究,费用自理,良好,建筑学院
学生,加拿大,合作研究,费用自理,一般,建筑学院
学生,加拿大,合作研究,费用自理,优秀,建筑学院
学生,加拿大,合作研究,费用自理,优秀,建筑学院
学生,加拿大,合作研究,费用自理,一般,建筑学院
学生,加拿大,合作研究,费用自理,良好,建筑学院
学生,加拿大,合作研究,费用自理,一般,建筑学院
学生,加拿大,合作研究,费用自理,一般,建筑学院
学生,加拿大,合作研究,费用自理,优秀,英才学院
学生,加拿大,合作研究,费用自理,良好,建筑学院
,加拿大,国际会议,"学校经费, 科研经费",优秀,市政环境工程学院
学生,以色列,国际会议,科研经费,良好,经济与管理学院
学生,中国台湾,留学进修,"学校经费, 费用自理",一般,建筑学院
学生,中国台湾,留学进修,"学校经费, 费用自理",良好,建筑学院
学生,中国台湾,留学进修,"学校经费, 费用自理",初级,机电工程学院
学生,中国台湾,留学进修,"学校经费, 费用自理",良好,电子与信息工程学院
教师,日本,合作研究,学院经费,优秀,建筑学院
教师,日本,合作研究,学院经费,良好,建筑学院
教师,日本,合作研究,学院经费,良好,建筑学院
教师,美国,实习培训,"学院经费, 科研经费",良好,建筑学院
教师,美国,实习培训,"学院经费, 科研经费",优秀,建筑学院
学生,美国,留学进修,费用自理,良好,理学院
学生,俄罗斯,留学进修,费用自理,优秀,经济与管理学院
学生,马来西亚,国际会议,"学校经费, 科研经费",优秀,航天学院
学生,马来西亚,国际会议,"学校经费, 科研经费",优秀,航天学院
学生,日本,访问考察,费用自理,良好,建筑学院
学生,日本,访问考察,费用自理,一般,建筑学院
学生,日本,访问考察,费用自理,良好,建筑学院
学生,日本,访问考察,费用自理,良好,建筑学院
学生,日本,访问考察,费用自理,良好,建筑学院
学生,日本,访问考察,费用自理,一般,建筑学院
学生,日本,访问考察,费用自理,初级,建筑学院
学生,日本,访问考察,费用自理,一般,建筑学院
学生,日本,访问考察,费用自理,良好,建筑学院
学生,日本,访问考察,费用自理,优秀,建筑学院
学生,日本,访问考察,费用自理,一般,建筑学院
学生,日本,访问考察,费用自理,良好,建筑学院
学生,日本,访问考察,费用自理,良好,建筑学院
学生,日本,访问考察,费用自理,良好,建筑学院
学生,日本,访问考察,费用自理,良好,建筑学院
学生,日本,访问考察,费用自理,一般,建筑学院
学生,日本,访问考察,费用自理,良好,建筑学院
学生,日本,访问考察,费用自理,良好,建筑学院
学生,日本,访问考察,费用自理,良好,建筑学院
学生,日本,访问考察,费用自理,一般,建筑学院
学生,日本,访问考察,费用自理,初级,建筑学院
学生,日本,访问考察,费用自理,一般,建筑学院
学生,日本,访问考察,费用自理,一般,建筑学院
教师,俄罗斯,访问考察,学校经费,优秀,校本部机关
教师,美国,访问考察,科研经费,优秀,能源科学与工程学院
,俄罗斯,合作研究,学校经费,优秀,校本部机关
教授,俄罗斯,访问考察,学校经费,优秀,校本部机关
教师,美国,国际会议,"学校经费, 科研经费",优秀,土木工程学院
学生,德国,合作研究,科研经费,良好,材料科学与工程学院
学生,德国,合作研究,科研经费,良好,材料科学与工程学院
教师,美国,访问考察,费用自理,优秀,建筑学院
教师,美国,访问考察,费用自理,一般,建筑学院
教师,美国,访问考察,费用自理,一般,建筑学院
教师,美国,访问考察,费用自理,优秀,建筑学院
教师,美国,访问考察,费用自理,一般,建筑学院
教师,美国,访问考察,费用自理,一般,建筑学院
教师,美国,访问考察,费用自理,一般,建筑学院
教师,美国,访问考察,费用自理,一般,建筑学院
教师,美国,访问考察,费用自理,一般,建筑学院
学生,新西兰,国际会议,学校经费,优秀,材料科学与工程学院
学生,俄罗斯,留学进修,费用自理,良好,经济与管理学院
学生,俄罗斯,留学进修,费用自理,优秀,经济与管理学院
学生,俄罗斯,留学进修,费用自理,良好,经济与管理学院
学生,俄罗斯,留学进修,费用自理,一般,经济与管理学院
学生,俄罗斯,留学进修,费用自理,优秀,经济与管理学院
学生,俄罗斯,留学进修,费用自理,良好,经济与管理学院
学生,俄罗斯,留学进修,费用自理,良好,经济与管理学院
教师,美国,国际会议,学校经费,优秀,市政环境工程学院
学生,美国,国际会议,"学校经费, 科研经费",良好,机电工程学院
教授,美国,国际会议,科研经费,优秀,航天学院
学生,美国,国际会议,科研经费,优秀,电子与信息工程学院
教师,澳大利亚,合作研究,科研经费,良好,威海校区
学生,美国,国际会议,学校经费,良好,市政环境工程学院
教师,中国台湾,国际会议,科研经费,优秀,机电工程学院
学生,中国台湾,国际会议,科研经费,良好,机电工程学院
教师,中国台湾,国际会议,科研经费,良好,机电工程学院
副教授,英国,留学进修,科研经费,良好,机电工程学院
副教授,美国,国际会议,"学校经费, 科研经费",优秀,航天学院
教师,英国,合作研究,科研经费,良好,机电工程学院
教师,美国,国际会议,学校经费,良好,市政环境工程学院
学生,美国,国际会议,科研经费,一般,市政环境工程学院
教师,美国,国际会议,"学校经费, 科研经费",优秀,能源科学与工程学院
